0,0.0
1,0.0
160,99.20091324200922
320,239.94520547945206
480,329.3780821917808
640,389.38356164383566
800,442.5459882583167
960,486.7328767123288
1120,523.3592085235921
1280,553.9260273972602
1440,586.6064757160648
1600,614.89497716895
1760,638.2413066385669
1920,656.9921722113501
2080,673.3707762557078
2240,687.917808219178
2400,700.5278001611604
2560,710.9695585996956
2720,721.1398702235036
2880,730.4849315068491
3040,737.5335942596222
3200,742.9825653798257
3360,747.9743895175699
3520,753.2694063926942
3680,758.8158904109591
3840,765.6469968387776
4000,773.9041095890409
4160,783.6947162426608
4320,794.8072744449693
4480,807.2630136986303
4640,820.8453380468405
4800,835.1010273972603
4960,849.9107513491077
5120,865.0112812248191
5280,879.6982387475539
5440,895.0821917808221
5600,910.5468345057386
5760,928.2054093567252
5920,944.721198988805
6080,959.6669014084509
6240,973.8546891102714
6400,987.6109993293089
6560,1003.3023255813958
6720,1017.2863636363636
6880,1030.7644444444443
7040,1044.4549689440994
7200,1058.264133738602
7360,1071.6511904761908
7520,1083.7287784679088
7680,1096.3437681159423
7840,1109.3645922136968
8000,1122.0189520624301
8160,1134.4853705222858
8320,1146.8448738593668
8480,1158.2008021390375
8640,1171.564075630252
8800,1185.169246646027
8960,1200.6137931034484
9120,1213.7379400260752
9280,1227.0635897435895
9440,1241.9241803278685
9600,1254.4848790322583
9760,1266.813740079365
9920,1278.83935546875
10080,1290.7560794044664
10240,1308.6542473919524
10400,1320.361750569188
10560,1329.1179050567598
10720,1341.1868802440883
10880,1352.9882205513782
11040,1367.308098591549
11200,1376.8052983539096
11360,1387.0109081684425
11520,1388.1249999999998
11680,1396.7228758169936
11840,1405.7902476780182
12000,1414.0944741532978
12160,1422.9074358974365
12320,1449.258438818565
12480,1470.177717391304
12640,1477.7981749865808
12800,1485.0768822905625
12960,1492.1948664222107
13120,1499.1349206349207
13280,1502.0470588235294
13440,1510.3527131782948
13600,1514.6114942528732
13760,1515.3600478468902
13920,1517.8332827209229
14080,1544.2355555555555
14240,1570.3506493506493
14400,1577.0836627140975
14560,1581.9341397849466
14720,1588.7938829787233
14880,1603.9810526315791
15040,1605.561063218391
15200,1609.9587628865977
15360,1616.673469387755
15520,1623.1010101010102
15680,1628.4099999999999
15840,1612.9276466108147
16000,1606.7519181585676
16160,1602.9770520741395
16320,1592.019230769231
16480,1595.8952380952383
16640,1579.9622641509434
16800,1591.0039350713232
16960,1574.6594650205757
17120,1578.0570846075434
17280,1585.9518716577545
17440,1588.8081611022785
17600,1566.6178571428575
17760,1561.2477876106193
17920,1562.2456140350876
18080,1557.812040133779
18240,1559.8037135278512
18400,1561.4483892176197
18560,1563.1199478487615
18720,1564.6186166774403
18880,1560.8722222222223
19040,1562.0413223140495
19200,1596.1222056631893
19360,1598.2032520325201
19520,1584.8096774193548
19680,1585.6527999999996
19840,1585.8825396825391
20000,1626.7882764654414
20160,1627.7187499999998
20320,1530.4418604651162
20480,1537.5076923076922
20640,1536.6641221374045
20800,1615.909090909091
20960,1614.6466165413535
21120,1613.873134328358
21280,1624.1901234567897
21440,1621.0931372549019
21600,1618.1094890510947
21760,1615.3043478260868
21920,1612.9424460431655
22080,1610.747619047619
22240,1608.1867612293145
22400,1605.793427230047
22560,1604.1515151515152
22720,1602.8564814814815
22880,1602.0298850574716
23040,1601.6621004566211
23200,1601.3628117913831
23360,1601.445945945946
23520,1601.9664429530203
23680,1602.8533333333332
23840,1603.2958057395144
